screen_name,text,stance,count
dagnon_carole,"I am concerned, this kid was all over in LA last summer after a shooting say the same lines??? Whatâs up with that?",Strong Agreement,4
dailycosmic,Is this true ? @cnn @ChrisCuomo,Neutral,3
danahaviland,"CAUGHT RED HANDED! @JacobAWohl has zero reading comprehension! Does not know the difference between ""protestor"" and ""salesperson""!",Strong Disagreement,4
darktolightMAGA,Pathetic CNN has been numerous times coaching and staging interviews,Strong Agreement,5
dave_notdave,Puppets.,Neutral,4
dee4077,"This picture was early, maybe around 11:30? I was at the Navy Memorial and by 12:30 it was WAY more packed with people than this picture shows. I saw one report of over 1 million - don't know who makes the final call on that.",Strong Agreement,3
deltaweese,@CiglianoPam Read and Retweet! @realDonaldTrump  #ExposeCNN Disdain42ndAmend #FireFBIDirector God Bless  My President,Strong Agreement,3
dementedlibs,"Let me guess, that's a delta flight?",Neutral,3
dentontraveler,"My wife is a teacher, this impacts me as much as it does the youth of this nation. I hope that this will show DC. Youth of this nation will rise, they will make a great impact in the political landscape... If not now, it is just a matter of time. #ChangeIsComing #NeverAgain",Strong Agreement,4
depraved_dave,CNN is evil.,Strong Agreement,3
disqus_sk_user,"Hey moron, read the ad. It is for 25 people to sell merchandise, not protest.",Strong Disagreement,4
djdoug4ever,We are living in dangerous times when people are trying to hide the truth.  The left is so corrupt!!,Strong Agreement,4
djreiner,Fake???  Maybe???,Weak Agreement,4
djreiner,"Incredible......

Are his 15 minutes up yet?",Strong Agreement,4
dlfield,They probably make the most $$ off anti-capitalism events LMAO,Weak Agreement,3
dlundy3604,Wow... it's a Craigslist ad so I guess it must be true.... LMFAO,Strong Disagreement,5
dmarscout,Remember this hero? No one had to pay him in fact he walked away from millions of dollars to defend freedom not attack it,Neutral,3
docwill121,"Yes, as with every other facet of this astroturf movement these numbers are now proven to be exaggerated by magnitudes.",Weak Disagreement,4
drachman56,"Evidence in hand and @CNN #FakeNews denied allegations,",Strong Agreement,3
dreamsnpurple,"His dad removed him from the town hall. Not CNN. CNN asked for questions, not a speech. When they said no speech the kid got upset and dropped out. That's not a script. A script is here: ask this. That's not what happened here.",Strong Disagreement,3
drewdmat,It turns out the fake news is coming from this kidâs dad.,Neutral,3
drugsandmedicin,This is why it is not relevant. A fraud of a march.,Strong Agreement,4
dtt170,#DavidHogg is a fraud,Strong Agreement,5
dualisticmonist,"CNN is ""the enemy of the people.""

Truer words have never been spoken.",Strong Agreement,6
dude_president,"@1986stallone @benshapiro @redsteeze here it is, scripted. CNN made this a partisan rally cry for gun control.",Strong Agreement,4
ej4,We marched in Richmond,Weak Agreement,4
elyse4design,"They are hiring people to sell merchandise, not to march, you illiterate dumbass.",Strong Disagreement,3
eowynsister,850k!!!!! WOW!,Strong Agreement,7
ericgrant,"The White House did not allow anyone at their staged listening session to ask anything about the NRA.

This is who Trump censored.",Neutral,4
erinluvscgeorge,"This kid is awesome. I just wish he had gone to the CNN Town Hall and exposed them there. However, it would have taken focus off the purpose of the meeting & CNN would have figured out a way to expose him as ""the liar.

Good job, Colton. U are a Patriot!",Strong Agreement,6
esamuel101,So Kids if you want your life controlled and be told what to say be a Democrat,Neutral,5
escals,"Wow @CNN a new low in calling Colton Haab a liar in your statement this morning. Your news organization is #authoritarian and whatever doesnât fit your narrative, you exclude. Inclusive please. Return to unbiased journalism, at this point youâre the least trusted news.",Neutral,3
ether_d_r_i_f_t,"He's also in an interview in Los Angeles about a confrontation with a lifeguard, kid gets a lot of air time..",Weak Agreement,3
fREEXband,Reptilians walk among us and have infiltrated all levels of govt & law enforcement. This was a reptoid false flag to disarm us. Kid comes from a reptilian lineage. Iâm only slightly joking here.,Strong Agreement,3
fd0_nl,Time for #GunContolNow,Strong Agreement,5
ferlindad,"Oh my, money really talks and people can act like Robots, follow the instructions.",Weak Agreement,3
fibarda,Good for you Colton ..We already know how the fake news network @CNN does business We believe youWho in their right minds would believe proven liars @CNN,Strong Agreement,6
flm22,Now WHY am I NOT surprised to learn this about CNN EVEN scripting the ENTIRE thing Mark.,Strong Agreement,3
floridafriend33,"Not to offend, but no matter the situation, you dont demand a President to see you on your terms. This is what is wrong and makes shooters out of children. They need to learn we have to work to acheive. No one owes you anything, you win on your own and lose on your own",Neutral,3
forusewhendrunk,it's weird watching people attack the survivors or a terrorist attack,Strong Disagreement,5
foxybubba18,Sting operation?,Weak Agreement,3
freedom_girlbot,"Poor kids  , they should have parents that watch over them better",Neutral,3
fv_freedom,Check out http://Freedomvine.com  for Conservative Censorship-Free News. Freedom Vine is a New Social Media Network based on Free Speech. Let's Make Media Fair Again! #freedomvine #FreeSpeech #Mediabias,Neutral,4
g_jerryk,A drug addict as well...27 yrs old impersonating a high school student... Have they no limits..,Strong Agreement,3
gbonagofski,@marcorubio,Neutral,3
gbsamples,He will probably be lead the #Soros funded marches,Strong Agreement,4
geo_vein,Do you not realize that anyone could have posted this? For Christâs sake itâs Craigslist. Propaganda from Putinâs boyfriend ....,Strong Disagreement,6
ghmendes,https://twitter.com/OfficeOfMike/status/966095421134209024 â¦,Neutral,8
ghog62,Since the shooting 22 days ago 3800 people have died of drug overdose but all we talk about is gun control nobody cares about those people,Weak Disagreement,4
goodthoughts65,Did you see my sisterâs quilt in the march? #MarchForOurLives #MarchForOurLives sign,Weak Agreement,3
googoo__3,"utterly ridiculous,,,,",Neutral,3
grams_terry,Youre a con man too.,Weak Disagreement,3
grieve51166,Because it's been proved he wasn't a student there? Just a wild guess... Stooge.,Strong Agreement,4
harplover,Yeah they do this every protest! I used to have a pic of 1 of the ads,Strong Agreement,4
hawaiianheath,"Don't let up, keep the pressure on, you and your generation are the voice of change need for YOUR future...",Weak Agreement,4
highplainsgypsy,#PropagandaTool,Weak Agreement,3
hiweendomasa,he supports terrorists,Weak Disagreement,3
hnterziggy,"Thank you for having us, proud to be apart of history. #NeverAgain #VoteThemOut",Strong Agreement,3
hokierose,A true future leader.  Calm and rational.  Kudos to you young man,Strong Agreement,6
hopey678,"This is just NOT a grassroots movement. Too much of this seems pre-meditated. 

Is it just me?",Weak Agreement,3
hyeoncsyu,George Soros' little puppets... this is what it looks like.,Neutral,3
illetanod,"So proud of these kids!

I marched in the 1968 because I believed we could  change the world!  WE DID!

Finally another generation believes they can make a difference...",Strong Agreement,8
ilsadhinsley,Everyone says problems at FBI are only at the top. I disagree. I don't believe any agents can be trusted to do their job. Too many failures.,Strong Agreement,3
imnottayediggs,So in addition to not knowing American history you have a reading comprehension problem as well?,Weak Disagreement,3
infantry04,"But it was more like 200,000",Weak Disagreement,3
isleofcapri777,Yeah he mixes up his words.Definitely coached by CNN.Lying cheating liberals,Strong Agreement,5
itsonfyre,Stinks of the far left and @CNN to high heaven.,Strong Agreement,4
izzieadams1,"Parents, if ur children are involved with George SOROS, pls pls tell them how dangerous that is for them. He is a Nazi & is trying to ruin America, using ANTIFA for instance. Why do u think weâre fighting so hard. FOR AMERICA",Strong Agreement,4
jaijairry,"If it goes against your morals and values you will never be able to produce,",Neutral,4
jakethoml,What does this image even try to prove?,Neutral,3
jamesjburkeIII,If the FBI knew before hand about the Boston bombing and other school shootings then why did the let ppl die & suffer unless they are pushing to take out guns & 2a away which is what the Dems and Libs want. Just an observation and ?.,Strong Agreement,4
janel_savage,Debbie Wasserman Schultz,Neutral,5
jangone113,Attention-seeking peabody!,Strong Agreement,4
jaubergine1,Out of the mouthâs  of babeâs @CNN  @cnnbrk The #truth has been spoken ruling out your propoganda!,Strong Agreement,3
jazzyjenni77,#ColtonHaabSTRONG #ColtonHaabBRAVE,Neutral,4
jersey2bronx,"Congratulations.  You found the t-shirt vendors.  Hey, I want to see the Yankees home opener - can you point me towards the paid crisis actors who will be scalping tickets on game day?",Strong Disagreement,3
jhysko01,Racketeering charges should be forthcoming...,Weak Agreement,3
jjd_53,Planned Parenthood is helping those kids! LMAO! If PP had its way those kids would have never been born and PP wud have benefited from selling their little visit parts!,Weak Agreement,4
jmack0813,Well crap! If Iâd known that I wouldâve showed up packinâ!,Weak Agreement,5
jminton287,His dad pulled him. You are misinformed.,Strong Disagreement,3
jo5h,Paid to sell t-shirts you jackbooted moron. Theyâre looking for people to SELL MERCHANDISE - it says it right there in the ad.,Strong Disagreement,7
john_stieglitz,Any questions now as to how low they will go?,Neutral,4
jonathanG02,"@Ssnyder1835 Here is a big reason why I am not accepting the narrative being reported. Again, I am sorry anyone was killed. Still I canât help but think there is something more going on.",Weak Agreement,3
jonella_moore,#SmellsLikeSoros,Strong Agreement,4
jr_cupp,Proud of this young man,Strong Agreement,3
js4ms1,Why was CNN allowed there at all?  Hasnât their press credentials been revoked by now?,Neutral,4
jthebombdotcom,"How sad, CNN silencing victims who aren't to their liking, and chase down and harass elderly people.",Strong Agreement,5
jthunda65,wow when the kids that marched for less than $300.00 find out they're gonnna be pissed.,Weak Agreement,3
juliedavisraley,Todays kids think any facetime is good. Everyone wants to be a paid mouthpiece.,Weak Agreement,3
k0art47,"Does this surprise anyone?
The PLSDs and their media patsies don't want to make schools safe, just take away the 2nd Amendment.
Training and arming school staff is the only way to protect students--just like we did with the pilots.",Neutral,4
kacee1013,"This was NEVER a ""student-run social media effort to end gun violence"" 
It was from the very beginning ""backed by Soros & huge organizing groups""(I'm betting even BEFORE the shooting) 
So, yea, not all of us were born yesterday.",Strong Agreement,3
kaleidoskeith,Typical CNN playing only the news they want to let on. Manipulators!,Neutral,4
karenvance0810,Maybe it would be wise to educate themselves on this evil man.  It doesn't  make their cause as strong.,Neutral,3
kathypodgers,What a brave young man! Hope he will be a leader some day.,Strong Agreement,3
katz_lawrence,"Great Neck, NY had hundreds at @AMarch4OurLives",Weak Agreement,4
kavanaghwillia1,Ha ha PLANK try fiddle those FACTS ! Far more people in dc for this march than what was there for ur gawd awful inauguration,Strong Agreement,6
kellert80,"So for me, a critical thinker, I ask âIf this guy is so coached, was he even there? Did this even happen the way they say?â The elaborate hoax of sandy hook(tons of evidence if you look)shows how low evil will go. #FalseFlag",Strong Agreement,4
kentuckipatriot,"Looking more & more like a setup by leftists. Very troubling.
Broward is run by very Currupt Politicians.",Neutral,4
kianats,They don't care and will silence any opinion that isn't liberal. CNN will never be fair you can't expect them to be. Anyone that expects different is smoking crack. They don't provide news they are propagandists thats it an thats all.,Strong Agreement,3
kimberly010960,God Bless this kid. Get this out there! Rt,Strong Agreement,3
kimmieguy,"They want to defect from their total screwup. They want focus off of them not following up on 2 tips of âsee something, say somethingâ. Diversion.",Strong Agreement,5
kingsleynnaji30,Is a pity that the parents of this didn't understand what is going on in the United States. They don't know that they are being used,Weak Agreement,3
klodirector,"#FreeSpeechDay 
Q in the sky?  Love it!  You are a hoot. Oh and quit playing with your hair, makes me crazy  
#MAGA #StopTheChemtrails",Neutral,4
kmck085,protesters?..looks like an ad for merchandise sellers..,Weak Agreement,3
kogiones,The DNC and Soros probably fund them. It smacks of the paid protwsts.,Neutral,3
koshernost,I'm willing to renounce my atheism long enough to hope Satan's got Lucian's spot in Hell all picked out and waiting.,Weak Agreement,4
kurt_kren,Yeah and Fox didnt even let him state his question @TuckerCarlson,Neutral,4
kyestephens4,Figured CNN = Fake News,Neutral,5
laddiecomehome,Every voice on school safety needs to be heard !,Neutral,3
lamekuil,wow very brave of you to go after a kid whose friends were murdered in an act of terrorism. you are the lowest little worm,Strong Disagreement,3
larryfortrump,Again......crooked democrats paying people to riot and protest.  They donât know how to do anything without cheating for their gains,Strong Agreement,5
laxix43,Love this!  So much for spontaneity!,Strong Agreement,3
lbent,@jack Didn't you ban this guy?,Neutral,4
lennypublic26,Thatâs what dirt bag progressive socialist do. Their surprisingly like ISIS recruiting youth to carry out their attacks on a free society. Itâs certainly despicable and theirs no defense for it.,Strong Agreement,7
lesleasays,Again this is BS! #ImWithTheKids #imwithcnn,Neutral,4
lesliedgMA_Ed,@CNN is exploiting the students in unspeakable ways... it disgusts me!,Strong Agreement,4
liberalismental,Iâm guessing Hollyweird wonât come knocking any time soon?,Weak Agreement,3
lightonterra,Did you see the post of a Emma Gonzalez 'ripping up our Constitution' with 3 others?,Weak Agreement,3
lindylew13,"I marched in Parkland. So emotional - sad for what they went through, yet so proud of what they are doing ",Strong Agreement,5
linermindy,Wow!  Why hasnât this kid been interviewed?  What an amazing student.,Neutral,5
lisadpitt64,Please! This kid is smart! you and the rest of the conspiracy activist should be so lucky to be as smart.,Strong Disagreement,3
lwerth21,"CNN wants it their way or no way!
#FakeNewsMedia",Strong Agreement,6
madaboutfm,#cnn is a propaganda machine. Not a news organization!,Strong Agreement,3
maggy_pauline,More #MarchForOurLies,Neutral,3
mamajefferson2,Thatâs because they found out he was a Fox News plant?,Neutral,5
maria_strippoli,"Forget the CPR classes keep doing what your doing! The current leaders are lost with their ridiculous suggestion and loyality to the NRA. Why is the NRA targeting these victims when did they become your enemies? The phrase ""Methinks the lady doth protest too much"" comes to mind",Strong Agreement,5
markbaru1,Lucian isn't  the poor mans Milo anymore . He's the poor mans Alex Jones,Neutral,4
martincynthia,UNFREAKINBELIEVEABLE!?!?!?,Strong Agreement,3
mauigirl10,And this child is to young too realize heâs being used.  He looks like his always angry and have that hateful look. Sad,Strong Agreement,5
mayrasons2,Hypocrites! #EndplannedParentHood,Weak Agreement,3
mcumming13,How can people denie that this young man is scripted ? I just donât get it,Strong Agreement,5
mdornic,Assuming you'll correct this now.,Weak Agreement,3
mike1962walsh,This is little Hogg. Daddy FBI is big Hogg!,Strong Agreement,5
mikekivi,"Thatâs some sting, put your kid in front of a lunatic with an automatic weapon, assume he will survive to bring down POTUS. Think Iâll give the screenplay for that movie a miss as too far fetched!",Strong Disagreement,4
mlwelch31,"How ironic. Also ironic that the FBI dropped several balls on this tragedy as did state, local and social authorities.",Weak Agreement,4
mmlanz333,Soros actor too!,Neutral,3
mnsports3,Does it ever get exhausting being so wrong so often? While in the next breath accusing the left of being biased and fake. How do u gain the strength to be this hypocritical an fake?,Weak Disagreement,3
moreenie31,Amen to that!,Strong Agreement,3
murphstix,Bigger question...how stupid do they think everyone is?,Strong Agreement,5
mwenger1993,I would like to know if he goes to Marjory Stoneman Douglas High School. I have a feeling he doesn't and just went there to grandstand.,Weak Agreement,3
mz_nubbie,Planned Parenthood? Yeah should've known.,Neutral,3
nanna121010,"The left wing media clowns berate Trump for suggesting teachers with weapons is an option.  At the same time they universally call that idea ridiculous, 250 Ohio teachers enrolled in a defensive firearms program that had space for 50 students.",Neutral,3
nerbonnej,I bet if you do a little bit of research you would find some of these families have million dollar homes.  This is a plan rolled out by the left and btw shouldnât DWS be in jail????,Weak Disagreement,3
notbuyingthat54,"Shocked......

No...not even a bit!  This is #CNN @jaketapper @ChrisCuomo 

#ShameOnCNN 

#CNNTownHall",Strong Agreement,5
noyokono,"Youâre a real piece of work, pal.",Strong Disagreement,5
oOoMellieoOo,How are you on Twitter if you can't read?,Strong Disagreement,3
ohiohurst,Teaching children to be controlled sellouts.. Who would of thought? Not liberals.,Strong Agreement,3
oldmsrebel,Nother bought and paid for organizers. Eat up by the commie medias.,Neutral,3
pamelas469,This was just one city. There were marches in just about every major city in every state. There were MILLIONS who marched. Change is comin! Deal with it!,Strong Agreement,4
pammyjean7,This is exactly what it was rehearsed and he was coached.,Strong Agreement,5
patchestalk,"+ Make good, helping them rethink and see 1 universal sound science, so all can efficiently make changes needed, for all are needed to become a local, global and beyond mindful participant. Don't carry negative, redirect into resolving, thank you",Weak Agreement,3
patgunn66,Has anyone verified that David Hogg or any of those kids are actually students at the school?,Neutral,3
pbarragan,The teenâs father pulled him from the town hall appearance -Not CNN! Stop spreading fake news! So in reality the father censored his own son.,Neutral,4
pbs0033,CNN should be ashamed of themselves these kids have been through so much to not let him speak his mind and his thoughts and to dictate what he is to say is not America freedom of speech you are supposed to be reporters not dictators we are in America freedom of speech,Strong Agreement,5
pcommonsense,Truth,Weak Agreement,4
pearlgirlonmaui,Wtf seriously you are an idiot,Strong Disagreement,4
penniryn,He is a paid actor.,Strong Agreement,3
petefrt,"Why is media circling wagons on any criticism of leftist Parkland students?  

The left hopes to grow #Parkland into a national movement.  

Template: Mao's Cultural Revolution and the Chinese Red Guards #tcot https://www.britannica.com/topic/Red-Guards â¦ â¦",Strong Agreement,3
picassobox,You cannot be this moronic.  Did you bother to read the posting? It was for sales people selling pins and shit.  You clearly are daft beyond repair...,Strong Disagreement,4
pinkban76914449,"That's just DC!

AND 

MILLIONS MORE

Across the country!",Strong Agreement,7
prezedu,"So true that ""I was one of them"" #StudentsPower",Strong Agreement,4
prodgeneric,@CNN is #FakeNews,Strong Agreement,3
rachel7remnant,No...CNN has no agenda...now that that's settled...can I interest you in the purchase of a bridge in Brooklyn?,Strong Agreement,3
raisak715,CNN has their own little agenda socialist agenda they donât believe in freedom of speech they donât believe anyone that doesnât side with them to talk The most despicable station areas with so-called reporters thatâs not journalism looking for new jobs You should be,Neutral,4
rburrows87,@NickFromJersey,Neutral,5
rdarshi,"All of you were phenomenal!!! I live in Canada but I was so moved by your commitment, energy and eloquence. Hats off to you all!!!",Strong Agreement,4
realAndyCarmona,A fake news media outlet wanting a fake narrative?  SHOCKING!  #CNNTownHall #CNNFakeNews,Strong Agreement,3
realWyattGurp,"His description is that of someone who is rehearsing what to say, rather than recalling from memory events witnessed. I mean really. No wonder Youtube is going censor happy, wtf is this!",Strong Agreement,5
realdeangoldman,Horrible movement. You're just a bunch of anti second amendment gun crooks. Please support legislation that will actually protect students and make a difference in our lives. @davidhogg111 won't even debate @KyleKashuv ..... that shows how partisan you all are!,Strong Disagreement,8
rebarnick9,Communist News Network,Strong Agreement,3
rebecca411926,Vote them out!,Strong Agreement,5
rebekahkfreitas,"Anyone can create a Craigslist ad, you buffoon. Did you create this one? I bet you did.",Strong Disagreement,4
redbeard36,You do love your fake news,Weak Disagreement,3
reluctantzealot,"The child is a school shooting survivor. 

Republicans attacking the child is shameful.

#shameonyou",Strong Disagreement,4
republiclvr,Of course Soros ties. Did you miss Glenn Beck's chalkboard where he showed how almost every one of those radical orgs are funded by Soros $$ ? Research all of them. From ACORN to the TIDES Foundation his tentacles weave into every aspect of American life. It's why we're in deep,Strong Agreement,3
robertjones3575,next time get your anti-NRA coaches to write your Leftist bullsh*t on CUE CARDS!!,Strong Agreement,5
rockinrobyn59,They're being used. Wonder if they know that.,Weak Agreement,3
rockinrobyn59,Wow! His DAD is in the @FBI ??? The plot thickens. They picked out those kids 4 that interview pretty carefully didn't they?,Strong Agreement,4
rockon451,"The founding fathers gave you the 2nd amendment to protect the population of the US against a corrupt government or other county invading. Hitler said to conquer a county first disarm the population,founding fathers were wise donât give up this amendment. NWO are working for this",Neutral,4
roharmon,I canât wait for their town hall on stopping illegal aliens from killing our children.,Neutral,3
roselinebandre,"@CNN is at it again, no surprises! #CNNisPropaganda #CNNisFakeNews #CNNCredibilityCrisis #CNNTownHall",Strong Agreement,4
rositagb1958,Don't stop! Don't ever give up!,Strong Agreement,3
rox525252,Its not about BANNING ALL GUNS!! ASSAULT WEAPONS are the MAIN http://Issue.NRA  propaganda and #45 that all weapons are wanted abandoned.,Weak Agreement,3
rtbeliever,Wow. Itâs even worse than I dared to believe.,Strong Agreement,3
runningnoodles,"Nor did CNN bother with little niceties like disclosing that Tapper used to be the spox for Handgun Control, Inc.",Weak Agreement,3
runningsub4,"You guys canât negotiate.  I was paid $1,000",Neutral,4
rwwilmington,You should seek help.  Seriously attacking a high school kid.  What is your fucking problem.,Strong Disagreement,4
rycart98,"Awesome march! Now get out there and vote! Don't let the old white men who created these problems perpetuate these problems. In 2016:

70% of 18-29-yr olds DID NOT vote
60% of 30-44-yr DID NOT vote
Only 38% of 45-64 & just 15% of 65+ didn't vote

VOTE! It matters! #VoteThemOut",Strong Agreement,7
rzvsrm,I wouldnât be surprised if the cause of this party was born in the same living room by their parents.,Neutral,5
sammyintheair,The FBI needs to be gutted,Strong Agreement,5
sample1_,"Where was David Hogg when the page was blank, he didn't notice the red flags or know how to report a threat? Where did he learn that at home?",Weak Agreement,3
sandee51960,"I showed up in Boca Raton, FL",Weak Agreement,3
sasmenot2022,"Finally a student with a brain, and one that was actually at the school and one of the  real hero's, not a mouth piece for CNN profiteering of the victims.",Strong Agreement,4
sasquatchtango,From Boston,Neutral,3
schibes78,Looks like his daddy set up his son,Neutral,5
scoutsoutnow,"CNN staging another fake ""unprogramed"" town hall!",Strong Agreement,6
scrolling_2468,What were the LA numbers?,Neutral,5
sean61987,"Virginia-based Digital Design & Imaging Service Inc., which uses aerial photos to calculate crowd sizes, reported the eventâs peak crowd size was at 202,796 people around 1 p.m., CBS News reported. The firm said the number's margin of error is 15 percent.",Neutral,4
seargentluck,"Interesting how all the CNN students now have blue check twitter accounts w hundreds of thousands of followers and this patriot can't be found on twitter. Get out there Colton we need you. By the way, the Marines are looking for a few good men. ",Strong Agreement,3
sfcgonzo,"A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed.",Weak Disagreement,4
shallit43,Just when you though the crazy Republicans couldn't go any lower...,Strong Disagreement,4
sharon2go,A view from the crowd! #VoteThemOut,Strong Agreement,3
sherrypool48,"Interesting they can be bought, $$$ thatâs what it is all about.",Strong Agreement,4
shesapatriot,CNN wants only scripted questions. What a surprise!,Strong Agreement,3
shirleyann6815,Buzzfeed confirms- lol,Strong Agreement,3
silverbfly,"Youngest CIA/FBI/CNN shill, or is he ? ",Strong Agreement,3
slpgn97,NAH!,Neutral,3
spectre2012,Where is the minority representation more black teenagers die from gun violence than anyone? #AllLivesMatter,Neutral,5
spudflyer,Holy Fuck!,Neutral,3
stripnotary,He should have gone and asked âwhy would you like me to read scripted question instead of my questions?â Live right there from stage,Strong Agreement,4
ta193919632009,#Stasi #Gestapo #KGB #FBI,Neutral,4
ta2t2o,Hereâs hoping the prosecution uses your Twitter feed for your fraud case.,Strong Disagreement,3
talkingdeer,No wonder they are called the Crap News Network.,Strong Agreement,3
tambid1,Soros has deep pockets and is desperate as the world is voting get out his global world order perps.....go ITALY....,Strong Agreement,4
tasteofaz,do not doubt this for a second,Strong Agreement,4
telepastor,Merchandising a protest. Ainât America great? Thatâs not exactly paying the protestors but hey somebodies gotta make a buck.,Weak Disagreement,3
terplet,Howâd you come up with this number?,Strong Disagreement,3
texasbygrace,#ParklandStudentsSpeak not for all apparently. @cnn now picking on the elderly and kidos that won't have a hand pushing their #FakeNews narrative...,Strong Agreement,3
thePStauff,You're no account & can't count.,Weak Disagreement,3
the_awk_christ,"If you all talk about how fake CNN is, then why care who they censor?",Weak Disagreement,3
thedenyseshow,"And there you go.....
#ParklandSchoolShooting",Neutral,5
thejohnsloman,"Dude, it was undoubtedly one of your cronies who posted that fake Craigslist ad.  Or was it you so that you could attempt to slime these noble youths?",Strong Disagreement,5
thewoman62,Follow the $ & it will lead to Obama's #MoveOn Hillary Clinton's #OnwardTogether funded by George Soros just as #BlackLivesMatter & #Anitfa that will get in on the act this summer during campaign season.,Strong Agreement,3
tim_nicolai,"This will be shocking for Lucian, I know, but most interviewees being recorded get multiple cracks to say what they want to say because most people are, uh, nervous ordinary citizens.",Strong Disagreement,3
tluvgolf,I see Soros  in these payments - he supports all events against our Constitution.,Strong Agreement,5
tmstrausser,Why do they all look like Sally Kohn?,Neutral,3
tod1776,#Retweet,Neutral,3
toddbrock1234,Douchebag in training.,Strong Agreement,3
token71676485,George Soros is an American citizen.,Neutral,3
tonya110104,It has always had soros prints all over it. Still does.,Weak Agreement,3
truthwarrior324,"If this doesnât show the bias Lop sided reporting coming from CNN I donât know what would. People, wake up!",Weak Agreement,3
tybrown3,I thought the students who played dead gunshot victims were particularly skilled.,Weak Disagreement,4
ubaserious,Good on this young man for standing up for facts. Makes my heart sing. Go Go Second Amendment. Let @realDonaldTrump not waiver against his voters and the world that looks upon eager to have him as president too :),Strong Agreement,4
unclescorpie,"Once again, caught red-handed",Weak Agreement,3
underdogette,Interesting. So CNN restricts the content of the meeting in FL and thatâs okay; @POTUS does not restrict content but brings notes with him and thatâs an indication that heâs not genuine.,Neutral,4
village_jordan,You must fit the CNN Communist News Network  narrative Dear,Strong Agreement,4
vin50c,"CNN= 
Counterfeit News Network",Strong Agreement,6
wabisabi8468,Wow you have your people trained...bullshitting heartfelt tweets..meanwhile hardcore Trump followers,Weak Disagreement,3
waggles111,You have some nerve. Trump canât zip his own fly up without help.,Strong Disagreement,3
walshfam_ire,"Control and strict intolerance, CNN is like the Nazis!",Neutral,4
wasteurtimetwit,Heâs a liar,Weak Disagreement,5
wasteurtimetwit,Heâs a liar.,Weak Disagreement,3
wherrera72,"LIKE D SONG SAY'S,""THE LITTLE FAGGOT, HE'S AN FBI PAWN""! OH WELL,I MIGHT HAVE CHANGED SOMETHING,BUT SING IT 4 UR SELF,IM SURE YOU'LL LIKE IT",Neutral,4
wicketnatas,Notice he wasnât invited to the Whitehouse!,Neutral,4
wisecc1,Who paid? SHOULD BE ILLEGAL!,Strong Agreement,4
wolfwhitaker,Well run me my money den,Neutral,4
xrey1,The number one reason they have these marches is to register voters for Democrats.,Weak Agreement,3
yahboilaobao,Fuck off thwy never needed to use that cause they were lucky,Neutral,3
yellowredsparks,The one kid that had a different viewpoint. Makes sense,Neutral,3
yesmsg,"I NEVER agree with Dice, but here he is right.  We should hear all points of view and discuss them. I am not at first interested in armed teachers, etc, but totally willing to listen to the idea.  Both sides need to Sit the F Down and talk",Weak Agreement,3
