followers_count,friends_count,listed_count,favorites_count,statuses_count,stance,count,word_count,char_count,avg_word,hastags,mentions,number_digit,uppercase,lowercase,publishing_days,membership_years,cnn,colton,pubd_5,pubd_6,pubd_7,pubd_38,pubd_39,memb_1,memb_2,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
1980,2893,9,15210,4175,Weak Agreement,4,7,30,3.4285714285714284,0,0,0,0,6,5,1,0,0,1,0,0,0,0,1,0,12,17.96,20.24,74.76,99.0,12.0,25.0,75.0,50.0,8.33,8.33,0.0,0.0,0.0,8.33,0.0,0.0,8.33,8.33,8.33,8.33,8.33,16.67,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,16.67,0.0,16.67,0.0,0.0,8.33,8.33,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,8.33,8.33,0.0,25.0,0.0,16.67,0.0,16.67,0.0,0.0,8.33,41.67,8.33,25.0,0.0,0.0,8.33,0.0
2481,1955,5,5690,8853,Neutral,3,19,93,3.9473684210526314,0,0,0,1,12,5,1,0,0,1,0,0,0,0,1,0,7,28.22,92.33,13.15,99.0,7.0,0.0,100.0,57.14,14.29,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,14.29,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,14.29,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,363,1,2177,1820,Strong Disagreement,4,5,34,6.0,0,0,0,0,4,5,4,0,0,1,0,0,0,0,0,0,20,1.0,30.86,1.0,99.0,6.67,5.0,90.0,65.0,15.0,15.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,20.0,10.0,5.0,10.0,25.0,5.0,5.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,15.0,10.0,25.0,0.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,5.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
21,118,1,315,648,Neutral,3,55,269,3.909090909090909,0,0,0,0,50,5,1,0,0,1,0,0,0,0,1,0,5,51.43,50.0,1.0,1.0,5.0,40.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
581,919,24,25357,52695,Strong Disagreement,4,17,92,5.066666666666666,0,0,0,0,12,4,9,0,0,0,0,0,0,0,0,0,55,51.43,98.47,4.65,1.0,13.75,10.91,89.09,61.82,21.82,16.36,0.0,12.73,0.0,1.82,5.45,3.64,18.18,7.27,0.0,5.45,7.27,18.18,1.82,0.0,1.82,1.82,0.0,9.09,1.82,7.27,1.82,18.18,0.0,10.91,1.82,1.82,1.82,1.82,0.0,3.64,3.64,1.82,1.82,14.55,1.82,5.45,7.27,1.82,0.0,20.0,0.0,7.27,0.0,7.27,0.0,5.45,0.0,10.91,5.45,5.45,0.0,0.0,0.0,0.0
474,1094,14,10468,3062,Strong Disagreement,3,25,122,3.92,0,0,0,0,25,5,10,0,0,1,0,0,0,0,0,0,15,17.96,99.0,1.0,1.0,5.0,26.67,93.33,46.67,20.0,13.33,0.0,13.33,0.0,0.0,6.67,6.67,0.0,13.33,6.67,0.0,0.0,13.33,13.33,0.0,6.67,0.0,0.0,26.67,0.0,26.67,13.33,26.67,0.0,13.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,6.67,33.33,6.67,0.0,26.67,0.0,0.0,6.67,0.0,6.67,0.0,6.67,0.0,6.67,6.67,20.0,20.0,0.0,0.0,0.0,0.0,0.0
3015,2808,113,14646,171726,Strong Disagreement,4,13,108,6.0,1,0,0,0,12,5,9,0,0,1,0,0,0,0,0,0,25,97.89,99.0,43.37,1.0,12.5,12.0,92.0,56.0,12.0,8.0,0.0,8.0,0.0,0.0,4.0,12.0,20.0,8.0,4.0,0.0,0.0,12.0,8.0,8.0,4.0,0.0,0.0,20.0,8.0,12.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,12.0,0.0,4.0,8.0,0.0,20.0,4.0,12.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
9737,9167,196,56785,155381,Strong Agreement,4,30,152,4.0,0,0,0,1,26,6,3,0,0,0,1,0,0,0,0,0,14,97.54,92.33,1.0,1.0,4.67,42.86,85.71,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,21.43,0.0,21.43,7.14,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,7.14,35.71,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,21.43,14.29,0.0,0.0,0.0,0.0,7.14
1059,773,8,4376,49792,Strong Agreement,3,5,19,3.0,0,0,0,0,4,6,2,0,0,0,1,0,0,0,0,1,30,95.54,36.95,43.37,25.77,30.0,13.33,93.33,63.33,10.0,3.33,3.33,0.0,0.0,0.0,6.67,13.33,23.33,16.67,6.67,0.0,0.0,20.0,10.0,6.67,0.0,0.0,6.67,6.67,3.33,3.33,0.0,0.0,0.0,16.67,10.0,3.33,3.33,3.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,3.33,3.33,3.33,3.33,10.0,0.0,10.0,0.0,0.0,10.0,3.33,0.0,6.67,0.0,3.33,0.0,0.0,3.33,0.0
2042,2668,0,46746,14635,Neutral,3,1,9,9.0,1,0,0,1,0,6,9,0,0,0,1,0,0,0,0,0,5,51.43,97.69,1.0,25.77,5.0,0.0,100.0,60.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
2042,2668,0,46746,14635,Neutral,3,1,9,9.0,1,0,0,1,0,6,9,0,0,0,1,0,0,0,0,0,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
2042,2668,0,46746,14635,Strong Disagreement,7,37,247,5.702702702702703,1,0,0,0,33,6,9,0,0,0,1,0,0,0,0,0,5,51.43,97.69,1.0,25.77,5.0,0.0,100.0,60.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
2042,2668,0,46746,14635,Strong Disagreement,7,37,247,5.702702702702703,1,0,0,0,33,6,9,0,0,0,1,0,0,0,0,0,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
5154,4673,127,29276,83253,Strong Agreement,5,13,81,5.3076923076923075,0,0,0,0,11,6,7,0,0,0,1,0,0,0,0,0,38,86.18,78.51,81.22,25.77,9.5,31.58,78.95,39.47,7.89,5.26,0.0,0.0,0.0,5.26,2.63,2.63,15.79,5.26,2.63,5.26,2.63,13.16,2.63,0.0,0.0,0.0,0.0,5.26,2.63,2.63,2.63,13.16,0.0,10.53,2.63,0.0,2.63,0.0,2.63,2.63,2.63,0.0,0.0,7.89,2.63,0.0,2.63,0.0,0.0,13.16,0.0,23.68,0.0,5.26,18.42,0.0,0.0,15.79,7.89,2.63,0.0,2.63,0.0,2.63
574,991,14,46057,32414,Strong Disagreement,6,41,235,5.131578947368421,0,0,0,1,33,6,3,0,0,0,1,0,0,0,0,0,14,83.0,76.25,1.06,99.0,7.0,7.14,71.43,35.71,7.14,7.14,0.0,0.0,0.0,7.14,0.0,7.14,14.29,0.0,21.43,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,21.43,0.0,7.14,0.0,7.14,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0
814,849,12,44353,42441,Weak Agreement,3,20,116,4.85,0,0,0,0,15,5,5,0,0,1,0,0,0,0,0,0,40,30.86,84.14,7.84,25.77,8.0,17.5,82.5,42.5,15.0,7.5,2.5,0.0,0.0,5.0,7.5,2.5,5.0,15.0,2.5,2.5,0.0,22.5,2.5,0.0,2.5,0.0,2.5,10.0,5.0,5.0,0.0,12.5,0.0,12.5,5.0,0.0,2.5,5.0,2.5,0.0,2.5,0.0,0.0,10.0,0.0,2.5,5.0,0.0,0.0,17.5,2.5,7.5,0.0,5.0,2.5,0.0,2.5,22.5,12.5,0.0,5.0,5.0,0.0,0.0
5095,5573,164,48777,80568,Strong Agreement,3,9,47,4.333333333333333,0,0,0,1,6,5,6,0,0,1,0,0,0,0,0,0,22,79.25,91.35,1.0,1.0,11.0,13.64,68.18,36.36,9.09,0.0,0.0,0.0,0.0,0.0,9.09,9.09,4.55,4.55,0.0,9.09,0.0,9.09,4.55,0.0,0.0,0.0,4.55,4.55,0.0,4.55,0.0,18.18,9.09,13.64,0.0,0.0,4.55,13.64,0.0,4.55,4.55,4.55,0.0,4.55,0.0,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,4.55,0.0,27.27,9.09,4.55,4.55,0.0,0.0,0.0
1454,1697,7,22144,20543,Strong Agreement,4,15,74,4.285714285714286,0,0,0,1,12,5,2,0,0,1,0,0,0,0,0,1,10,92.84,2.31,93.3,25.77,5.0,10.0,80.0,40.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
3459,4961,19,60910,49260,Neutral,4,4,25,5.5,4,0,0,2,0,5,1,0,0,1,0,0,0,0,1,0,14,92.84,76.25,1.06,1.0,14.0,21.43,85.71,57.14,14.29,7.14,0.0,0.0,0.0,7.14,7.14,14.29,14.29,7.14,7.14,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,7.14,7.14,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,14.29,7.14,7.14,0.0,0.0,7.14,0.0,7.14,21.43,7.14,14.29,0.0,0.0,0.0,0.0
10518,4830,10,12647,10155,Strong Agreement,3,34,196,4.794117647058823,0,0,0,0,29,5,9,0,0,1,0,0,0,0,0,0,4,92.84,50.0,1.0,25.77,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
593,925,14,3419,7853,Strong Agreement,4,43,228,4.325581395348837,1,0,0,1,37,5,9,0,0,1,0,0,0,0,0,0,34,85.18,92.92,6.2,79.41,8.5,20.59,61.76,41.18,8.82,5.88,0.0,0.0,0.0,0.0,2.94,5.88,11.76,5.88,5.88,2.94,0.0,11.76,0.0,0.0,0.0,0.0,2.94,2.94,2.94,0.0,0.0,8.82,0.0,2.94,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,11.76,5.88,0.0,5.88,0.0,2.94,8.82,0.0,11.76,5.88,5.88,0.0,2.94,0.0,14.71,11.76,0.0,0.0,0.0,0.0,2.94
1119,2658,21,15880,14602,Strong Agreement,4,10,47,3.8,0,1,0,1,8,5,3,0,0,1,0,0,0,0,0,0,47,16.67,73.84,8.51,1.0,15.67,12.77,87.23,53.19,14.89,10.64,4.26,2.13,2.13,2.13,4.26,6.38,6.38,8.51,12.77,10.64,0.0,19.15,4.26,0.0,2.13,0.0,2.13,6.38,0.0,6.38,2.13,12.77,4.26,10.64,4.26,2.13,4.26,4.26,0.0,4.26,8.51,4.26,0.0,4.26,0.0,0.0,4.26,0.0,4.26,12.77,2.13,6.38,2.13,4.26,0.0,0.0,0.0,19.15,2.13,6.38,4.26,0.0,0.0,2.13
6266,6215,6,14282,10690,Strong Agreement,5,39,257,5.325,4,0,0,0,31,5,1,0,0,1,0,0,0,0,1,0,10,99.0,50.0,93.3,99.0,10.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0
1614,3367,1,1742,2890,Weak Agreement,3,14,64,3.923076923076923,0,0,0,0,11,5,1,0,0,1,0,0,0,0,1,0,41,52.82,83.54,1.0,1.0,13.67,26.83,78.05,43.9,12.2,4.88,0.0,0.0,0.0,4.88,7.32,4.88,9.76,12.2,2.44,7.32,0.0,14.63,14.63,4.88,0.0,0.0,2.44,9.76,0.0,9.76,0.0,9.76,0.0,4.88,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,4.88,12.2,0.0,2.44,9.76,0.0,2.44,9.76,0.0,2.44,0.0,2.44,0.0,4.88,0.0,17.07,4.88,0.0,0.0,0.0,0.0,9.76
628,1142,28,31305,18742,Strong Agreement,3,7,50,6.285714285714286,0,0,0,0,5,5,6,0,0,1,0,0,0,0,0,0,13,92.84,50.0,94.81,99.0,6.5,0.0,92.31,61.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,23.08,23.08,7.69,0.0,0.0,23.08,23.08,23.08,0.0,7.69,7.69,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,15.38,7.69,7.69,0.0,15.38,0.0,38.46,0.0,23.08,15.38,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0
1,47,0,38,31,Strong Disagreement,4,18,83,4.125,0,0,0,1,12,5,0,0,0,1,0,0,0,0,0,0,7,28.22,99.0,1.0,1.0,3.5,28.57,100.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,28.57,28.57,0.0,0.0,0.0,0.0,42.86,0.0,42.86,14.29,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,28.57,0.0,0.0,0.0,14.29,0.0
7088,7449,46,2336,11197,Neutral,6,5,57,10.6,0,0,0,0,3,5,5,0,0,1,0,0,0,0,0,0,16,4.85,99.0,7.84,1.0,4.0,18.75,93.75,75.0,18.75,18.75,0.0,18.75,0.0,0.0,0.0,0.0,18.75,25.0,6.25,6.25,6.25,31.25,6.25,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,18.75,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,6.25,12.5,0.0,6.25,6.25,0.0,18.75,0.0,18.75,0.0,0.0,0.0,25.0,12.5,0.0,6.25,6.25,0.0,0.0
334,453,1,4646,1422,Strong Agreement,3,28,140,4.035714285714286,0,0,0,4,21,5,1,0,0,1,0,0,0,0,1,0,10,24.86,84.14,3.37,99.0,5.0,30.0,60.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,40.0,0.0,0.0,0.0,0.0,30.0
255,532,0,8531,5799,Strong Agreement,3,8,36,3.625,0,1,0,1,7,5,4,0,0,1,0,0,0,0,0,0,27,17.96,13.32,58.07,1.0,6.75,14.81,92.59,51.85,14.81,14.81,7.41,0.0,7.41,0.0,0.0,0.0,11.11,7.41,7.41,3.7,11.11,18.52,3.7,0.0,3.7,0.0,3.7,3.7,0.0,3.7,3.7,14.81,7.41,29.63,7.41,11.11,0.0,3.7,3.7,7.41,3.7,0.0,3.7,11.11,3.7,7.41,3.7,0.0,3.7,11.11,0.0,7.41,3.7,3.7,0.0,3.7,0.0,14.81,0.0,0.0,0.0,11.11,0.0,3.7
36,383,0,1021,835,Strong Disagreement,7,4,20,4.25,0,0,0,0,3,5,1,0,0,1,0,0,0,0,1,0,8,37.39,99.0,74.76,25.77,8.0,0.0,87.5,50.0,25.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,25.0,0.0,25.0,12.5,12.5,0.0,0.0,0.0,25.0,0.0,0.0,12.5,0.0,0.0,12.5
102,1093,3,1823,3519,Strong Disagreement,4,3,19,5.666666666666667,0,0,0,0,2,4,10,0,0,0,0,0,0,0,0,0,5,99.0,2.31,1.0,1.0,5.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942,4587,21,49779,50451,Strong Agreement,3,11,74,6.4,1,1,0,1,7,4,9,0,0,0,0,0,0,0,0,0,3,1.0,99.0,1.0,1.0,3.0,33.33,100.0,66.67,33.33,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0
85,722,1,2147,4126,Strong Disagreement,8,23,136,4.956521739130435,0,0,1,1,19,4,4,0,0,0,0,0,0,0,0,0,10,98.46,50.0,99.0,25.77,5.0,30.0,80.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,20.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,20.0
108,591,9,2969,7812,Neutral,3,2,6,2.5,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,25,81.4,78.82,6.7,1.0,12.5,20.0,60.0,32.0,12.0,4.0,0.0,0.0,0.0,4.0,8.0,8.0,4.0,4.0,4.0,0.0,0.0,8.0,4.0,4.0,0.0,4.0,0.0,12.0,0.0,12.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,12.0,0.0,8.0,4.0,0.0,0.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0
6098,1382,74,4740,52261,Strong Disagreement,3,16,80,4.0625,0,0,0,0,16,5,9,0,0,1,0,0,0,0,0,0,2,92.84,1.0,1.0,25.77,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
1227,1591,31,7027,22165,Strong Disagreement,5,4,23,5.0,0,0,0,0,3,9,5,0,0,0,0,0,0,0,0,0,16,1.0,96.95,7.84,1.0,16.0,12.5,100.0,62.5,37.5,6.25,0.0,6.25,0.0,0.0,31.25,0.0,6.25,12.5,6.25,6.25,6.25,25.0,6.25,0.0,6.25,0.0,0.0,6.25,0.0,6.25,6.25,18.75,0.0,18.75,12.5,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,12.5,0.0,6.25,6.25,0.0,0.0,18.75,0.0,6.25,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0
125,249,14,1474,7844,Strong Agreement,5,9,43,3.888888888888889,0,0,0,1,4,9,9,0,0,0,0,0,0,0,0,0,4,1.0,50.0,1.0,25.77,4.0,25.0,75.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0
117,17,0,141,289,Strong Disagreement,4,23,130,4.695652173913044,0,0,1,0,19,7,5,0,0,0,0,1,0,0,0,0,9,17.96,86.68,58.07,25.77,4.5,0.0,66.67,33.33,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,22.22,0.0,0.0,0.0,22.22,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,22.22,0.0,22.22,0.0,22.22,0.0,0.0,0.0,22.22,11.11,0.0,0.0,11.11,0.0,0.0
38,338,0,215,113,Strong Disagreement,5,7,28,3.142857142857143,0,0,0,0,6,7,9,0,0,0,0,1,0,0,0,0,23,23.89,95.89,9.25,1.0,7.67,21.74,91.3,47.83,13.04,13.04,4.35,8.7,0.0,0.0,0.0,4.35,8.7,13.04,8.7,8.7,0.0,21.74,0.0,0.0,0.0,8.7,0.0,13.04,4.35,8.7,8.7,13.04,0.0,17.39,4.35,4.35,0.0,0.0,8.7,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,0.0,13.04,0.0,4.35,0.0,4.35,0.0,0.0,0.0,26.09,17.39,0.0,4.35,0.0,4.35,0.0
446,543,2,2523,6683,Strong Agreement,3,26,144,4.576923076923077,0,0,0,1,22,7,1,0,0,0,0,1,0,0,1,0,7,99.0,99.0,1.0,25.77,7.0,0.0,100.0,42.86,14.29,14.29,0.0,14.29,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,14.29,0.0,0.0,0.0,0.0
455,317,1,24602,10782,Neutral,3,1,4,4.0,0,0,0,1,0,7,5,0,0,0,0,1,0,0,0,0,26,42.69,93.79,1.4,1.0,8.67,23.08,80.77,53.85,19.23,7.69,0.0,3.85,0.0,3.85,11.54,3.85,11.54,11.54,0.0,3.85,3.85,15.38,7.69,3.85,3.85,0.0,0.0,11.54,0.0,7.69,0.0,19.23,0.0,11.54,0.0,3.85,0.0,3.85,0.0,3.85,0.0,0.0,0.0,3.85,0.0,3.85,0.0,3.85,3.85,15.38,0.0,3.85,0.0,3.85,0.0,0.0,0.0,15.38,7.69,0.0,0.0,7.69,0.0,0.0
1074,1206,7,37482,11115,Strong Agreement,5,24,121,4.260869565217392,0,0,0,0,20,7,9,0,0,0,0,1,0,0,0,0,1,1.0,99.0,1.0,25.77,1.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
