stance,scaled_followers,scaled_friends,influence,weighted_influence,cluster,clustering_coeff,degree_centrality,closeness_centrality,cycle,triangles,avg_neighbor,majority_neighbor,repliers_cluster_coeff,repliers_closeness,repliers_clique_num,repliers_pagerank,repliers_degree_centrality,connected_to_Trump,connected_to_TheDailyShow
Neutral,0.00016753796751624962,0.002682704665410579,0.25116279069767444,4.207930346919758e-05,0.0,0.0,0.0004299025407416348,0.3323629514090625,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0
Neutral,0.0016753796751624965,0.00899641890121408,0.7489597780859917,0.001254791989719484,2.0,0.0014076512657509364,0.0010130900037968852,0.3716566039991449,1.0,930.0,1.1666666666666667,2.0,0.26666666666666666,0.2421452158781053,3.0,0.0006874573952971563,0.006659267480577137,1.0,0.0
Strong Agreement,0.0066891084808339656,0.028461624845588517,0.9451994739149496,0.0063225418170442926,3.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.001982532615608954,0.0077736046816315844,1.0256821829855538,0.002033448381017852,2.0,0.0014588804134883914,0.0006404490719655089,0.3681520187748413,1.0,385.0,0.0,-999.0,1.0,0.2366271613607757,3.0,0.0004376675072988392,0.002219755826859045,1.0,0.0
Strong Disagreement,0.007318927136496904,0.03718353443220244,0.7916107382550336,0.005793741313757114,3.0,0.0,0.002846342436754553,0.3330253650562642,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.0011448427780277055,0.003057035548956241,1.5061224489795917,0.0017242734085396874,2.0,0.0015549896038849946,0.0011469940738639518,0.3693234214715516,1.0,1317.0,0.5,2.0,0.3333333333333333,0.2383846892304372,4.0,0.0006955119358074628,0.006659267480577137,1.0,0.0
Strong Disagreement,0.005395343065014039,0.03708371286325693,0.5851278600269179,0.0031569655417427365,0.0,0.0,0.0028392948541194445,0.3334349737459299,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Neutral,3.723065944805547e-05,0.0018217436332555559,0.0821917808219178,3.060054201210038e-06,2.0,0.005341880341880342,0.00012685648743195779,0.3654473918596498,1.0,55.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0
Strong Disagreement,0.00015512774770023112,0.001197858827346119,0.5208333333333334,8.079570192720371e-05,0.0,0.0,0.00013038027874951217,0.32783205885417915,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.00015512774770023112,0.001197858827346119,0.5208333333333334,8.079570192720371e-05,0.0,0.0,0.00013038027874951217,0.32783205885417915,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.002776786683834137,0.011379658859788129,0.9813596491228068,0.002725026405736352,1.0,0.003371057617869807,0.0011654939782811122,0.3401264597630012,1.0,2948.0,1.0,2.0,0.3809523809523809,0.2372632558805628,5.0,0.0006691726025385827,0.00776914539400666,1.0,0.0
Strong Disagreement,0.0002575120611823837,0.0033065894713200155,0.3132075471698113,8.065472104957678e-05,3.0,0.0,0.00036911714051382163,0.3247000786503677,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.0013527139599460154,0.015384999313726716,0.35360908353609083,0.0004783319436629868,0.0,0.0,0.001360183448575992,0.33368767766075,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.0001085894233901618,0.0015971451031281587,0.2734375,2.969242045824737e-05,2.0,0.0,0.0001294993309201236,0.32439440564889466,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Disagreement,0.00044366535842266106,0.002146163732328463,0.8313953488372093,0.0003688613154327938,0.0,0.0,0.0002801414097455735,0.32618546874362103,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.011817631819803607,0.061614863431615985,0.7713649250708791,0.009115706683198044,4.0,0.003752628787401108,0.004482262555929176,0.3834428306771116,1.0,48564.0,1.0357142857142858,2.0,0.455026455026455,0.2697079639039553,10.0,0.00202416773393504,0.03107658157602664,1.0,0.0
Strong Agreement,0.0021376603633091852,0.01403740813296233,0.6124444444444445,0.0013091982136178033,0.0,0.0006772353535931628,0.001067708769218978,0.3338576691391344,1.0,497.0,-1.0,-1.0,0.0,0.12998811662381352,2.0,0.0005530352221663757,0.0011098779134295226,0.0,1.0
Strong Agreement,0.004684857980546979,0.01875397726563768,1.004657351962741,0.004706677013057844,1.0,0.0018490341615626427,0.0026525339142890623,0.3497349574248095,1.0,8379.0,1.181818181818182,2.0,0.5454545454545454,0.2495036924030229,6.0,0.0009061121427746588,0.01220865704772475,1.0,0.0
Neutral,0.014786776910786031,0.05915675729633281,1.0052731491246572,0.014864749790509644,4.0,0.002520416555522755,0.0057199942562201535,0.3896959667517566,1.0,53121.0,1.0,2.0,0.3645320197044335,0.2758185349611543,8.0,0.0020378274199194853,0.032186459489456164,1.0,0.0
Weak Disagreement,3.102554954004623e-05,0.0012352919157006847,0.101010101010101,3.1338938929339627e-06,3.0,0.0,8.897573076824818e-05,0.28778392243685896,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,0.001693995004886524,0.007074853699013016,0.9629629629629628,0.0016312544491499858,3.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Agreement,0.006980748646510401,0.05689829429894065,0.4934210526315789,0.003444448345317632,1.0,0.0017516743003615511,0.0045122147821283895,0.3804475269537251,1.0,22973.0,1.05,2.0,0.3263157894736842,0.26405962958135937,7.0,0.0015994107891862796,0.022197558268590455,1.0,0.0
Strong Agreement,0.0001830507422862728,0.002433150743046804,0.3025641025641025,5.5384583563538926e-05,2.0,0.002551602530857795,0.0002739747749398533,0.37109778474358,1.0,123.0,0.0,-999.0,1.0,0.2441547197443136,3.0,0.0003968703308122732,0.002219755826859045,1.0,0.0
Strong Agreement,0.0016753796751624965,0.007761126985513395,0.8681672025723473,0.0014545096858323925,1.0,0.005071214912541353,0.0006263539066952916,0.33276302912091943,1.0,1280.0,1.0,0.0,0.16666666666666666,0.21140582320375886,3.0,0.00047354632824262783,0.00443951165371809,1.0,0.0
Weak Agreement,0.011271582147898794,0.059743209013887674,0.7587719298245614,0.008552560138537243,4.0,0.0028049538940619397,0.004617047573825631,0.3871703968551083,1.0,38516.0,1.3846153846153846,2.0,0.30153846153846153,0.2749592871886896,7.0,0.0018775878836735469,0.028856825749167588,1.0,0.0
Strong Agreement,7.446131889611094e-05,0.00047415245249117206,0.631578947368421,4.702820140807006e-05,3.0,0.0,5.0214026275149954e-05,0.2935810785802063,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.003642399516001428,0.012290530676415909,1.1918781725888326,0.004341296478970229,1.0,0.002222892720580455,0.0014738257185671207,0.339370573469026,1.0,3109.0,0.8333333333333334,1.0,0.2,0.222182331497972,3.0,0.0006093391786555634,0.006659267480577137,1.0,0.0
Neutral,0.00012099964320618028,0.004442059818075191,0.1095505617977528,1.3255578890564695e-05,2.0,0.0008822637417172898,0.00041140263632447423,0.3661575508038391,1.0,96.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,0.0,0.0
Neutral,0.00025130695127437445,0.0014973235341826485,0.675,0.00016963219211020276,2.0,0.004164625183733464,0.00013830880921400954,0.32537890037266043,1.0,51.0,0.0,0.0,0.0,0.19430254526707624,2.0,0.00030314366608245045,0.0011098779134295226,1.0,0.0
Weak Agreement,0.0026837100352139986,0.009932246110078235,1.0866834170854272,0.0029163431915328,1.0,0.003253783786237641,0.0011698987174280553,0.3367083203849539,1.0,2867.0,1.25,2.0,0.32142857142857145,0.2385457599664037,4.0,0.0007475761456121147,0.00887902330743618,1.0,0.0
Weak Disagreement,0.000189255852194282,0.004180028199593227,0.18208955223880605,3.446151338463045e-05,0.0,0.0,0.0003462124969497182,0.3291531971857832,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,2.792299458604161e-05,0.0006114071097912483,0.1836734693877551,5.128713291313765e-06,0.0,0.0,5.1094974104538563e-05,0.2859929907358287,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.0053270868560259385,0.02023882310370213,1.058569667077682,0.005639092559677272,1.0,0.002379834809841989,0.0028058188366026767,0.3838799827862137,1.0,12067.0,1.3846153846153846,2.0,0.5769230769230769,0.26287991418486784,7.0,0.0011740988725396995,0.014428412874583798,1.0,0.0
Strong Disagreement,0.0014613033833361776,0.009345794392523366,0.6288384512683578,0.000918923756410333,1.0,0.002150966113714123,0.0014747066663965095,0.3737640197907405,1.0,3012.0,0.6,-999.0,0.3,0.2521769462501982,3.0,0.0005732898670294162,0.005549389567147614,1.0,0.0
Strong Agreement,3.1025549540046227e-06,0.0001622100495364536,0.07692307692307693,2.38658073384971e-07,3.0,0.0,1.4976113099606127e-05,0.3113432316564725,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0012317143167398352,0.004242416680184171,1.1676470588235297,0.0014382075992521017,1.0,0.0039089826861248645,0.0023433212261736646,0.3763969367269479,1.0,13824.0,0.7333333333333333,-999.0,0.3904761904761905,0.2615168331483537,6.0,0.0011919965947781944,0.016648168701442843,1.0,0.0
Strong Disagreement,1.5512774770023114e-05,0.0003244200990729072,0.19230769230769232,2.9832259173121375e-06,0.0,0.0,3.259506968737804e-05,0.3075645998520822,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,0.0005646650016288414,0.0017343997604282347,1.3093525179856116,0.0007393455417010732,3.0,0.00011148272017837237,0.00026428434881657875,0.32379226441457165,1.0,5.0,-2.0,-2.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,0.0,0.0
Strong Agreement,0.0002357941765043513,0.0009732602972187216,0.9743589743589745,0.00022974817197859878,3.0,0.0,0.00011276132216174026,0.3245285190738858,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,4.964087926407396e-05,0.0006862732865003803,0.2909090909090909,1.4440983058639698e-05,2.0,0.0,8.985667859763677e-05,0.32108412943449866,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.0017374307742425888,0.0073119299252586015,0.9556313993174058,0.0016603434020065696,3.0,0.6,4.404739146942979e-06,0.30104273834682904,1.0,6.0,0.8,0.0,0.6,0.2277727256453403,4.0,0.0005362015986325364,0.005549389567147614,0.0,0.0
Weak Agreement,0.0001334098630221988,0.0015971451031281587,0.3359375,4.481737585901991e-05,3.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,0.0002451018413663652,0.0040302958461749605,0.24458204334365324,5.994750918867758e-05,3.0,0.0,0.00030568889679784267,0.33227703989356905,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.03279090330887486,0.13341152689567398,0.9884960718294052,0.032413679112560635,4.0,0.0015604986159455366,0.010216351977419543,0.3933766337192032,1.0,104927.0,0.8571428571428571,2.0,0.3147502903600465,0.2808653339302128,10.0,0.002890243309178976,0.04661487236403996,1.0,0.0
Weak Agreement,0.019902890029939654,0.08686972037483,0.921430623384085,0.018339132367432183,4.0,0.003139261529200182,0.007173558174711336,0.3934644505305584,1.0,104067.0,1.0,2.0,0.32180851063829785,0.2863322990675405,10.0,0.0031434402444588203,0.0532741398446171,1.0,0.0
Neutral,0.0006453314304329615,0.007499095367031431,0.34608985024958405,0.0002233426581198935,2.0,0.001516571196738889,0.0005673304021262558,0.33990411427921,1.0,314.0,2.0,2.0,1.0,0.2253016750161311,3.0,0.0003577901454747155,0.002219755826859045,1.0,0.0
Strong Agreement,0.0045235251229387395,0.022709406935103503,0.8010989010989011,0.003623791005079496,1.0,0.001356570715583327,0.0021266080601440697,0.3774994100530823,1.0,3951.0,1.1666666666666667,2.0,0.5333333333333333,0.25074412269195845,4.0,0.0006346069108135753,0.006659267480577137,1.0,0.0
Weak Agreement,0.00020787118191830967,0.002046342163382953,0.4085365853658536,8.492298285687043e-05,2.0,0.0,0.00020790368773570856,0.32694716196631884,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.0015357647022322884,0.0077985600738679625,0.792,0.0012163256441679725,2.0,0.000604741662768388,0.001070351612707144,0.3701054495584139,1.0,446.0,0.0,-999.0,0.0,0.23380644023197186,2.0,0.0004901998874940822,0.002219755826859045,1.0,0.0
Strong Agreement,0.0001520251927462265,0.0017843105449009895,0.34265734265734266,5.20925485633923e-05,2.0,0.0,0.000170022931071999,0.330205637574276,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Neutral,0.003772706824069621,0.02797499469697915,0.5423728813559322,0.002046213870681829,1.0,0.002506530024232566,0.0022437741214527537,0.37755805014321664,1.0,8127.0,1.0714285714285714,2.0,0.2307692307692308,0.25546145061525144,4.0,0.0011425732142642574,0.01553829078801332,1.0,0.0
Strong Disagreement,1.241021981601849e-05,0.0006114071097912483,0.08163265306122447,1.0130791686545707e-06,0.0,0.0,7.399961766864204e-05,0.32799006933655783,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.15561174627305585,0.1730531674631596,3.616410700122577,0.5627559842866385,3.0,1.2125538279372559e-06,0.04999995595260853,0.3481787527374722,1.0,1953.0,-0.3076923076923077,-2.0,0.0,0.2013963061895479,2.0,0.005316260071814075,0.014428412874583798,0.0,0.0
Weak Agreement,0.011612863192839305,0.04808904083949938,0.9711987545407368,0.011278398269537495,4.0,0.0034339772848965373,0.004382715451208264,0.3516597333935947,1.0,42488.0,0.7916666666666666,2.0,0.38768115942028986,0.25163772255900035,8.0,0.0016840689934873724,0.02663706992230855,1.0,0.0
Strong Agreement,0.031295471821044626,0.10985363662453364,1.1457292139936393,0.035856136331085545,4.0,0.0019266017960973766,0.012976361526894015,0.3631381809200269,1.0,208996.0,0.9090909090909092,2.0,0.2997668997668997,0.27012067693211744,11.0,0.004253636169543384,0.0732519422863485,1.0,0.0
Strong Disagreement,0.0015823030265423575,0.013388567934816516,0.4753028890959926,0.0007520731999409156,0.0,0.00014438118590790684,0.001126732273788014,0.3392064787612001,1.0,118.0,0.0,0.0,0.0,0.15243856854502486,2.0,0.0005944502937841162,0.0011098779134295226,1.0,1.0
Strong Agreement,0.019248250934644686,0.0826522590868822,0.9365942028985508,0.01802780024132481,4.0,0.002961417881089089,0.007244034001062422,0.3568395062212705,1.0,100110.0,0.74,2.0,0.31020408163265306,0.2630758008571367,10.0,0.003297302783044129,0.05549389567147614,1.0,0.0
Strong Disagreement,0.00013030730806819416,0.0023458068702194826,0.22340425531914893,2.9111207121617854e-05,3.0,0.0,0.0002316892791292007,0.3220175402764724,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Disagreement,4.964087926407396e-05,0.0045169259947843215,0.04419889502762432,2.1940720116717773e-06,0.0,0.0,0.00041580737547141717,0.3313903655471049,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Strong Agreement,0.13870282177373067,0.4163183309833672,1.3399070882661472,0.18584889405713784,4.0,0.00039043481060396887,0.05366734176635327,0.3834319502500123,1.0,724488.0,0.8877551020408163,2.0,0.10570381998953428,0.32479091513364994,12.0,0.014202059915928844,0.21753607103218647,1.0,0.0
Strong Agreement,0.012546732233994695,0.044158566562269935,1.142695676744843,0.014337096681060903,4.0,0.0038727169794264354,0.004885736661789152,0.3889650974364161,1.0,59548.0,0.7428571428571429,2.0,0.3815126050420168,0.27930990882142204,10.0,0.002389310855572013,0.038845726970033294,1.0,0.0
Strong Agreement,0.02082745140623304,0.08273960295970953,1.0123661589503845,0.02108500698085392,4.0,0.0020635612176656006,0.010431303247790362,0.3606404716133497,1.0,144653.0,0.981132075471698,2.0,0.32365747460087085,0.2713664294775384,12.0,0.0034792417626298717,0.05882352941176471,1.0,0.0
Strong Agreement,0.009661356126770396,0.010044545375141932,3.8683229813664597,0.03737324593635157,1.0,0.0015568443467022168,0.0029370800631815784,0.34205876759098536,1.0,8650.0,0.5714285714285714,2.0,0.2087912087912088,0.23427188105526045,4.0,0.0011105764906402039,0.01553829078801332,1.0,0.0
Strong Disagreement,0.0012224066518778216,0.006438491196985389,0.7635658914728682,0.0009333880248834528,3.0,0.0,0.0006069730544487425,0.32668453233899913,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Neutral,0.001324790965359974,0.008509788752604719,0.6260997067448679,0.0008294512349101302,0.0,0.00020815233130611063,0.0010148518994556623,0.3338554106118119,1.0,138.0,-2.0,-2.0,0.0,0.15975010169695816,2.0,0.0005309050488043837,0.0011098779134295226,0.0,1.0
Strong Agreement,0.020749887532382917,0.08141696717118152,1.0249808429118774,0.0212682372132685,4.0,0.0022440976619951952,0.00806155358673504,0.35327113892413176,1.0,93951.0,0.8222222222222222,2.0,0.27575757575757576,0.2590225420031383,9.0,0.003060395733870909,0.049944506104328525,1.0,0.0
Strong Disagreement,0.001349611404992011,0.02660244812397839,0.20403377110694185,0.0002753663044894581,0.0,0.0,0.002299273834704235,0.3331793270954923,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Strong Disagreement,0.004632114546328902,0.04193753665323235,0.4442130318357632,0.0020576456464353023,0.0,2.275402634469062e-05,0.0034356965346155235,0.3395545318775083,1.0,173.0,0.0,0.0,0.0,0.15243856854502486,2.0,0.0005944502937841162,0.0011098779134295226,0.0,1.0
Strong Disagreement,0.0007508182988691188,0.006862732865003806,0.44,0.0003303600515024122,3.0,0.0,0.0006210682197189597,0.332517178123665,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Weak Agreement,0.01196655445759583,0.061240532548070326,0.7858598207008965,0.009404034340453771,4.0,0.0028951708291299785,0.0059737072310840685,0.35191354959717136,1.0,66553.0,1.1111111111111112,2.0,0.3603174603174603,0.2592127200809673,10.0,0.002357215439092391,0.039955604883462816,1.0,0.0
Weak Agreement,0.0029070939919023315,0.008958985812859513,1.3050139275766015,0.0037937981482068033,1.0,0.005072072940577713,0.0013372788050118884,0.3443467021150425,1.0,5840.0,0.8461538461538461,2.0,0.3974358974358974,0.2465417072278474,6.0,0.0011529806141946796,0.014428412874583798,1.0,0.0
Strong Agreement,0.01324170454369173,0.062176359756934474,0.8565121412803532,0.011341680712919187,4.0,0.0028647252524440212,0.0063181578323750105,0.35659914978789403,1.0,73667.0,0.8823529411764706,2.0,0.40463458110516937,0.25864302179507503,9.0,0.002266180361189001,0.03773584905660377,1.0,0.0
Strong Disagreement,0.0005212292322727766,0.0011105149545187977,1.8876404494382024,0.0009838933822677134,3.0,0.0,0.00020790368773570856,0.3167369541305453,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,0.03661325101220855,0.020401033153238587,7.217737003058104,0.2642648166330722,3.0,0.0,0.01128758453795608,0.33550010896195137,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Disagreement,0.005991033616182927,0.0028948254994197874,8.323275862068966,0.04986502548641912,3.0,9.465855307640295e-05,0.0019169424767495843,0.3357126572368324,1.0,224.0,0.0,0.0,0.0,0.15396760782829372,2.0,0.0009348459378262528,0.002219755826859045,0.0,0.0
Strong Agreement,0.00010238431348215256,0.0007860948554458905,0.5238095238095238,5.362987849065134e-05,2.0,0.0,9.073762642702536e-05,0.3282802461176232,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Disagreement,9.307664862013868e-05,0.0009233495127459666,0.40540540540540543,3.773377646762379e-05,0.0,0.0,7.928530464497362e-05,0.3304821400960257,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,0.0003009478305384484,0.003044557852838052,0.3975409836065574,0.00011963909656651433,0.0,0.0,0.0003374030186558322,0.3236226775117034,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.010461815304903588,0.03660956041076576,1.1492842535787322,0.012023599593774676,1.0,0.0017086886045863663,0.003175816924945888,0.3827744439373085,1.0,11100.0,1.25,2.0,0.5454545454545454,0.2590225420031383,7.0,0.0009879325878540935,0.013318534961154274,1.0,0.0
Strong Agreement,0.009189767773761692,0.04108905331719551,0.8994837534163377,0.008266046810167668,1.0,0.0021669746065331587,0.003730814057460703,0.3849270382569489,1.0,19428.0,0.9047619047619048,2.0,0.3428571428571429,0.2670557675871993,6.0,0.0016129321238499204,0.02330743618201998,1.0,0.0
Weak Agreement,0.013257217318461752,0.054527532036484784,0.9778032036613272,0.012962949565626332,3.0,0.0005143586899900858,0.00526454422842625,0.3371989534520563,1.0,9183.0,-0.3333333333333333,-1.0,0.26666666666666666,0.16397943555516836,3.0,0.0020956884331075933,0.006659267480577137,0.0,0.0
Neutral,0.010089508710423032,0.05290543154112025,0.7669811320754717,0.007738462812805591,4.0,0.0030862508495575077,0.005386995976711263,0.3886084729100583,1.0,57693.0,0.6578947368421053,2.0,0.25604551920341395,0.2795310568094041,8.0,0.0028772092166061123,0.042175360710321866,1.0,0.0
Strong Agreement,0.0007508182988691188,0.004479492906429757,0.6740947075208914,0.0005061226415775118,2.0,0.003127846948071668,0.00039202178407792514,0.3328616860902503,1.0,309.0,1.0,2.0,1.0,0.19845290879723296,3.0,0.00037424286284962167,0.002219755826859045,1.0,0.0
Strong Disagreement,0.000542947116950809,0.0013975019652371387,1.5625,0.0008483548702356388,3.0,0.0,0.0002149512703708173,0.30058147755857634,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Weak Agreement,0.0020756092642290926,0.0059768164406124044,1.3966597077244258,0.002898919828328315,2.0,0.0013952398033107284,0.0007417580723451978,0.33473056451066346,1.0,494.0,0.75,1.0,0.0,0.195594307340874,2.0,0.0005336596151015588,0.00443951165371809,0.0,0.0
Strong Agreement,0.027153560957448458,0.11113883932470707,0.9825979566632984,0.026681033512921167,4.0,0.0019490605548098013,0.011426774294999477,0.3936100345876218,1.0,163949.0,0.8333333333333334,2.0,0.350177304964539,0.2847159070566754,10.0,0.003280066499878666,0.0532741398446171,1.0,0.0
Strong Disagreement,0.0009400741510634008,0.0015597120147735925,2.424,0.0022787397421776827,3.0,0.0,0.00034092680997338656,0.32955734897006045,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Disagreement,0.0008035617330871972,0.005752217910485008,0.5618221258134489,0.00045145876110538847,3.0,0.0,0.0005083068975572198,0.3241171631283053,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Neutral,0.016800335075935032,0.06654355339830054,1.0153759609975623,0.017058656372808588,3.0,0.0,0.005253091906644197,0.3344514434434879,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,0.05861036563610132,0.2015147923087481,1.169721362229102,0.0685577967326062,4.0,0.0011807280066150755,0.01658208099258154,0.39347918141258703,1.0,209158.0,0.8529411764705882,2.0,0.2146619841966637,0.28726421867394425,10.0,0.004542353211418887,0.07547169811320754,1.0,0.0
Weak Disagreement,0.04646076043621922,0.19302995894837974,0.9680025856496444,0.04497413623350891,3.0,0.00015157689000395476,0.015123231387114026,0.33908376507127,1.0,22334.0,0.0,-999.0,0.15555555555555556,0.16397943555516836,4.0,0.0036731105762201773,0.011098779134295227,0.0,0.0
Strong Disagreement,0.00014892263779222188,0.0032566786868472608,0.1839080459770115,2.738807131810977e-05,0.0,0.0,0.0002519510792051384,0.329765784984195,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0
Strong Disagreement,0.0010393559095915486,0.002233507605155784,1.8715083798882681,0.0019451632944869767,3.0,0.0,0.00035326007958482684,0.33237404628113865,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Weak Disagreement,0.004148115973504181,0.02562918782675967,0.6509250243427459,0.002700112491029742,1.0,0.0014486631669290758,0.0031344123769646236,0.3780133496013645,1.0,9167.0,1.1333333333333333,2.0,0.4,0.259593915257557,6.0,0.0013581444523330106,0.016648168701442843,1.0,0.0
Strong Disagreement,0.0002978452755844437,0.005215676977402893,0.2296650717703349,6.840465659355647e-05,3.0,0.0,0.00038673609710159363,0.2907329947908703,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.017129205901059524,0.07552749460339643,0.9121096976705766,0.015623714815752459,4.0,0.0023947759082778163,0.005927897943955861,0.3939824662919752,1.0,54209.0,0.8387096774193549,2.0,0.3956989247311828,0.27283440861690683,9.0,0.002200945775094869,0.034406215316315214,1.0,0.0
Strong Agreement,0.01767835812791834,0.07254532523114933,0.9800481596147232,0.01732564234827635,1.0,0.0017607640553742824,0.006445014319806967,0.3873364715832461,1.0,47115.0,1.125,2.0,0.2983870967741936,0.2709499038758845,9.0,0.002280855728807235,0.03551609322974473,1.0,0.0
Strong Disagreement,0.0007228953042830771,0.004903734574448174,0.5928753180661578,0.0004285867834553613,3.0,0.0,0.00043783107120613215,0.3317839335553788,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0
Strong Agreement,0.0022617625614693693,0.008272712526359133,1.0995475113122173,0.0024869153956427912,0.0,0.000302750116599707,0.0009743282993037867,0.3391492148326508,1.0,185.0,1.0,0.0,0.0,0.2228836646150741,2.0,0.0005759166982281735,0.002219755826859045,0.0,1.0
Neutral,0.0002606146161363883,0.0020712975556193306,0.5060240963855421,0.00013187727563528082,2.0,0.0,0.0003118555316035629,0.3289776636707004,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0
Strong Agreement,0.02424336441059213,0.09889821943276393,0.9858692909412059,0.023900788481499728,4.0,0.003892872555641068,0.007373533331982547,0.3923601921174991,1.0,136345.0,1.1272727272727272,2.0,0.3333333333333333,0.2766831698669886,11.0,0.003674139656250915,0.06104328523862376,1.0,0.0
Strong Disagreement,0.011699734731551432,0.04936176584355465,0.9532355915065724,0.011152603557300418,0.0,3.3660531898266594e-05,0.0050592833841787066,0.3342660805758181,1.0,555.0,0.0,2.0,0.0,0.12448791422788345,2.0,0.0011253237281060708,0.002219755826859045,0.0,1.0
